id,severity,agiSurface,gapType,title,refProduct,refSurface,refScreen,detail,evidence,suggestedFix,image,status,owner,mergedFrom
GAP-238,P2,desktop,missing-control,No preference to hide the computer-use activity overlay during a task,Codex,macOS desktop,Settings › Computer use,"Reference has a 'Picture in picture' group with 'Always hide picture in picture — prevent showing computer use activity in picture in picture', so a user presenting or recording can suppress the floating activity window. agiworkforce renders a ComputerUseOverlay during runs with no visibility preference.","apps/desktop/src/features/execution-sidecar/ComputerUseOverlay.tsx and features/overlay/ActionOverlay.tsx exist; searched 'picture in picture', 'pip' and 'hide.*overlay' across apps/desktop/src — no setting found; ComputerUseSettings.tsx only offers 'Hide Apps During Task' (line 450)",Add an 'Always hide activity overlay' switch to ComputerUseSettings persisted in settingsStore and honoured by ComputerUseOverlay/ActionOverlay mounting.,chatgpt_reference/115-codex-macos-settings-computer-use-control-apps-chrome-excel.png,Open,Unassigned,
GAP-239,P2,desktop,missing-ia,"Per-integration rows (Chrome bridge, Office add-in) missing from Computer use",Codex,macOS desktop,Settings › Computer use,"Reference lists each deeper-control integration as its own row inside Computer use — 'Google Chrome · Connected to browser extension for additional control' with Manage, and 'Microsoft Excel · add-in' — each with its own toggle. agiworkforce hides the equivalent Chrome bridge in a separate 'AGI in Chrome' tab and free-text app names in Allowed Apps, so users cannot see which apps have enhanced control or its connection state from the computer-use screen.","apps/desktop/src/features/settings/tabs/AgiInChrome/index.tsx (BridgeStatusCard only), apps/desktop/src/features/settings/ComputerUseSettings.tsx:297-410 (Allowed/Denied apps are free-text strings)","Render a 'Control' group at the top of ComputerUseSettings with an 'Any app' master row plus known-integration rows (Chrome extension bridge, VS Code bridge) showing live connection status, a Manage button that deep-links to the bridge panel, and per-integration toggles.",chatgpt_reference/115-codex-macos-settings-computer-use-control-apps-chrome-excel.png,Open,Unassigned,
GAP-240,P2,desktop,missing-control,No 'keep this computer awake while remote access is enabled' power setting,Codex,macOS desktop,Settings › Connections › Other settings,"Reference offers 'Keep this Mac awake -- prevent sleep when the computer is plugged in and remote access is enabled', which is what makes phone-driven remote sessions reliable. UPDATED 2026-08-21: still open, but the fix is far smaller than 'agiworkforce has no sleep-prevention preference' suggested. NOTE: GAP-220, GAP-221 and GAP-240 are three near-duplicate rows describing the same 'Keep this Mac awake ... remote access is enabled' feature request, independently authored with different grep terms, none of which found the real primitive (see evidence). Worth merging into one row.","Re-verified 2026-08-21: the original grep was scoped to apps/desktop/src (the TypeScript frontend) and never touched apps/desktop/src-tauri/src (the Rust backend), where a real sleep-prevention primitive already exists: sys/power.rs defines SleepPrevention (macOS: spawns 'caffeinate -s -w <PID>'; Windows: SetThreadExecutionState(ES_CONTINUOUS | ES_SYSTEM_REQUIRED | ES_AWAYMODE_REQUIRED)). It is not dead code -- its only call site is core/agent/background_agent.rs:1141 ('let _sleep_guard = SleepPrevention::enable();'), which holds it for the duration of a background AGENT RUN, not for the duration of a Companion/remote-pairing connection. The row's specific claim -- a phone-paired session silently drops when the host sleeps while no agent is actively running -- is still accurate, since nothing currently ties SleepPrevention to remote-session lifecycle, but the OS-level mechanism a fix would need already exists and does not have to be built from scratch.","Do not build new sleep-inhibition logic. Wrap the existing SleepPrevention::enable() guard (apps/desktop/src-tauri/src/sys/power.rs) around the Companion/remote-session-connected lifecycle instead of only background_agent.rs, expose a toggle in Settings gated on 'remote access enabled', and reuse the existing macOS/Windows guard as-is.",chatgpt_reference/117-codex-macos-settings-connections-control-this-mac-iphone.png,Open,Unassigned,
GAP-241,P2,desktop,missing-screen,No per-project Environments screen describing how to set a project up,Codex,macOS desktop,Settings › Environments,"Reference lists each known project (name + owner) with an add affordance and the explainer 'Local environments tell the assistant how to set up worktrees for a project', so setup commands are declared once per repo. agiworkforce has projects but no environment/setup definition; the closest thing is a flat allowed-directories whitelist.","apps/desktop/src/features/settings/AllowedDirectoriesSettings.tsx (path whitelist only), apps/desktop/src/features/settings/TeamAccountSettings.tsx:313 (project list is read-only); searched 'environment setup', 'setup script', 'devcontainer' across apps/desktop/src — no match","Add an Environments tab listing projects from the project store with an 'Add project' picker, and per-project setup config (install/build/test commands, env vars, base branch) that agent runs execute before working in that repo.",chatgpt_reference/119-codex-macos-settings-environments-project-list.png,Open,Unassigned,
GAP-242,P2,desktop,missing-control,Undo/redo last app action missing from shortcut catalog despite a live undo API,Codex,macOS desktop,Settings › Keyboard shortcuts,"Reference exposes 'Undo last action' (⌘Z) and 'Redo last action' (⇧⌘Z) that revert the most recent agent-applied app action. agiworkforce has a complete undo backend (undo_last, undo_change, undo_get_summary) and a per-tool 'Undo' button, but no global undo/redo shortcut or settings row.","apps/desktop/src/api/undo.ts:93-158 (undo_get_summary/undo_last/undo_can_undo), apps/desktop/src/features/chat/ToolLabel.tsx:185 ('Undo'), apps/desktop/src/constants/shortcuts.ts (no undo/redo definitions)","Add 'app.undoLast' (Cmd+Z) and 'app.redoLast' (Cmd+Shift+Z) shortcuts wired to undo.undoLast()/redo, gated on undo_can_undo, and surface them in the Keyboard Shortcuts list under a new 'Actions' category.",chatgpt_reference/105-codex-macos-settings-keyboard-shortcuts-undo-redo-approve-close-tab.png,Open,Unassigned,
GAP-243,P2,desktop,missing-interaction,No ⌘1–⌘9 'Go to chat N' slot shortcuts for switching conversations,Codex,macOS desktop,Settings › Keyboard shortcuts (chat slots),Reference dedicates ⌘1..⌘9 to the nine visible chat slots so users can jump between parallel runs without touching the sidebar. agiworkforce has no numeric slot bindings at all.,"Re-verified 2026-08-21: apps/desktop/src/constants/shortcuts.ts has no digit bindings in either RENDERER_SHORTCUTS or GLOBAL_SHORTCUTS; grepped 'go to chat', 'Digit', and single digit keys across apps/desktop/src/hooks, /constants and /features/chat -- no match. Conclusion unchanged.","Add nine 'chat.gotoSlot{N}' shortcuts (Cmd+1..9) that resolve to the Nth visible conversation in the sidebar store, and show the slot number in the sidebar row on Cmd hold.",chatgpt_reference/108-codex-macos-settings-keyboard-shortcuts-chat-slots-file-tree-trace.png,Open,Unassigned,
GAP-244,P2,desktop,missing-control,"No composer-scoped shortcuts for project picker, send message or start dictation",Codex,macOS desktop,Settings › Keyboard shortcuts (composer),"CORRECTED 2026-08-21: wrong on both premises. Earlier verification (this row, same day) claimed voice_input was 'a live, Rust-registered global hotkey with a real handler in App.tsx' that was merely missing from the TS shortcut registry. Deeper tracing shows voice_input is declared with is_global: false in shortcuts.rs's with_defaults(), and every OS-registration site in that file is gated on is_global -- so this entry is never handed to the OS and never fires; it is vestigial, not live. Separately, voice dictation already has a real, working, rebindable hotkey through an entirely different mechanism: hooks/useVoiceHotkey.ts (mounted in App.tsx), backed by a four-choice user setting (caps_lock / ctrl+space / ctrl+shift+v / alt-option, defined in voice.ts) editable in VoiceSettings.tsx, and advertised in the Keyboard Shortcuts overlay via voiceInlineSection(). It is not unrebindable and not invisible -- the original row's premise that no such control exists was false, not stale. Adding the TS-registry row originally recommended would have created a second, non-functional control alongside the real one, and actively misled a user into thinking there were two independent bindings. The composer-scoped project-picker/send-message half of the original row is unaffected by this correction and remains genuinely open.","apps/desktop/src-tauri/src/sys/commands/shortcuts.rs lines ~80-89 (voice_input Shortcut literal, is_global: false) and every registration call site gated on `shortcut.is_global` (lines ~486, ~518, ~524, ~553, ~597, ~606). apps/desktop/src/hooks/useVoiceHotkey.ts (real hook), mounted at apps/desktop/src/App.tsx line ~286. apps/desktop/src/features/settings/VoiceSettings.tsx line ~87 (hotkey Select, four choices). apps/desktop/src/features/chat/KeyboardShortcutsOverlay.tsx lines ~60-70 (voiceInlineSection maps caps_lock/ctrl+space/ctrl+shift+v/default to a displayed shortcut row).","Residual is vestigial Rust only: remove the voice_input entry from with_defaults() and the dead `case 'voice_input':` arm in App.tsx's shortcut_action listener, as one paired cleanup, once someone can run a cargo build to verify the removal compiles clean. Do not re-add a TS registry row for it -- the real binding already exists via useVoiceHotkey.",chatgpt_reference/106-codex-macos-settings-keyboard-shortcuts-composer-model-picker-copy-actions.png,Not Planned,Unassigned,
GAP-245,P2,desktop,missing-control,No copy-deeplink / copy-session-id / copy-chat-as-Markdown actions for a conversation,Codex,macOS desktop,Settings › Keyboard shortcuts (copy actions),"Reference offers five copy actions on the current chat (Markdown, conversation path, deeplink, session id, working directory) so a chat can be referenced from an issue or another tool. agiworkforce parses inbound deep links but never produces one, and offers no session-id or Markdown copy action or shortcut.","apps/desktop/src/hooks/useDeepLink.ts:81-142 (parseDeepLink/handleDeepLink are inbound-only), searched 'copy as markdown', 'deeplink' and 'session id' across apps/desktop/src — no copy action found","Add a conversation overflow-menu group + shortcut actions that copy (a) the chat rendered as Markdown, (b) an agi:// deeplink built from the same scheme useDeepLink parses, and (c) the session id, each with a toast confirmation.",chatgpt_reference/106-codex-macos-settings-keyboard-shortcuts-composer-model-picker-copy-actions.png,Open,Unassigned,
GAP-246,P2,desktop,missing-control,Dictation hotkey is hold-only and picked from a fixed list — no toggle-dictation mode,Codex,macOS desktop,Settings › Keyboard shortcuts (dictation hotkeys),"Reference exposes two separate system-wide hotkeys: 'Hold-to-dictate' and 'Toggle dictation hotkey' (press once to start, again to stop), both freely rebindable from the shortcuts screen. agiworkforce only offers a hold-to-record hotkey chosen from a preset Select, with copy that hard-codes the hold behaviour.","Re-verified 2026-08-21, line numbers hold: apps/desktop/src/features/settings/VoiceSettings.tsx lines ~251-265 (HOTKEY_OPTIONS Select + 'Hold this key to record -- release to transcribe.'), features/voice/VoiceMode.tsx (spacebar push-to-talk only). Conclusion unchanged.","Add a 'Dictation mode' segmented control (Hold / Toggle) plus a second rebindable toggle-dictation combo, register both through shortcutStore so they work desktop-wide, and mirror both rows in the Keyboard Shortcuts list.",chatgpt_reference/107-codex-macos-settings-keyboard-shortcuts-browser-nav-dictation-window.png,Open,Unassigned,
GAP-247,P2,desktop,missing-control,Only one key binding per action — reference supports several (⌘K and ⇧⌘P),Codex,macOS desktop,Settings › Keyboard shortcuts (multiple bindings),"In the reference 'Open command menu' lists two bindings, each independently editable and deletable, so muscle memory from other editors keeps working. agiworkforce stores customKeybindings as Record<shortcutId, string>, structurally allowing exactly one combo per action.","Re-verified 2026-08-21: apps/desktop/src/features/settings/KeybindingsSettings.tsx and constants/shortcuts.ts resolveBinding/customKeybindings still resolve exactly one combo per shortcut id (Record<string, string>); serializeCombo/parseCombo still operate on a single combo string. Conclusion unchanged.","Change customKeybindings to Record<string, string[]>, render one chip row per binding with its own edit/delete, add an 'Add binding' affordance, and extend conflict detection over the flattened list (migrate existing single-string values on load).",chatgpt_reference/107-codex-macos-settings-keyboard-shortcuts-browser-nav-dictation-window.png,Open,Unassigned,
GAP-248,P2,desktop,missing-ia,No unified Plugins/Apps/MCPs/Skills tab strip with counts and no plugin search,Codex,macOS desktop,Settings › Plugins,"Reference groups all extensibility into one screen with a counted tab strip (Plugins 22 · Apps 7 · MCPs 5 · Skills 45) and a 'Search plugins' field. agiworkforce splits these across separate settings tabs (Plugins, Skills, Connectors/MCP) with collapsible sections and no search, so finding one item among dozens means expanding sections in several tabs.","apps/desktop/src/features/settings/tabs/Plugins/index.tsx, tabs/Skills/index.tsx, tabs/Connectors/index.tsx (MCPServerSettings + MCPWorkspace), apps/desktop/src/features/settings/SkillsPluginsSettings.tsx:719-808 (SectionHeader counts, no search input)","Give the Plugins tab a counted segmented control over Plugins / Apps / MCP servers / Skills backed by the existing stores, plus a single filter input that searches names and descriptions across all four lists.",chatgpt_reference/112-codex-macos-settings-plugins-plugin-list-toggles-on.png,Open,Unassigned,
GAP-249,P2,desktop,missing-copy,No cancel-plan section or 'cancels on <date>' state in desktop Billing,Codex,macOS desktop,Settings › Usage & billing (cancel plan),"Reference has a 'Cancel plan' section stating where cancellation happens and linking there. agiworkforce's desktop Billing never mentions cancellation, and although cancel_at_period_end is modelled it is never rendered — a cancelled subscription still shows the ambiguous label 'Renews / ends'.","apps/desktop/src/features/settings/BillingSettings.tsx:79-88 ('Renews / ends' with no cancellation branch), apps/desktop/src/types/billing.ts:34 and apps/desktop/src/stores/authOrchestrator.ts:347 (cancel_at_period_end is populated), apps/web/features/billing/hooks/use-billing-queries.ts:603 (useCancelSubscription exists on web)",Branch the period label on cancel_at_period_end ('Cancels on <date>' vs 'Renews on <date>') and add a Cancel plan section that explains the subscription is managed in the billing portal and deep-links to it.,chatgpt_reference/110-codex-macos-settings-billing-usage-limits-cancel-plan.png,Open,Unassigned,
GAP-250,P2,desktop,missing-screen,"No worktree management (root, auto-delete, list) despite a declared capability",Codex,macOS desktop,Settings › Worktrees,"Reference lets users set the worktree root, auto-delete old worktrees, cap how many are kept (with copy noting snapshots make pruning restorable) and see a live list with a 'No worktrees yet' empty state. agiworkforce has no worktree UI at all, even though the local runtime contract already advertises a worktrees capability, so parallel agent runs have no isolation story or disk-usage control.",apps/extension-vscode/src/integrations/localRuntimeClient.ts:54 (worktrees: z.boolean() capability flag); searched 'worktree' across apps/desktop/src and apps/web — no UI match,"Add a Worktrees settings tab with worktree root input (blank = default), an auto-delete toggle and keep-count field, and a refreshable list of managed worktrees showing branch, path, size and a delete action plus the empty state.",chatgpt_reference/120-codex-macos-settings-worktrees-root-and-autodelete.png,Open,Unassigned,
GAP-251,P2,desktop,missing-ia,"Sidebar lacks Pull requests, Sites and Plugins destinations",Codex,macOS desktop,Sidebar nav,"The reference's sidebar nav is New chat, Pull requests, Sites, Scheduled, Plugins. agiworkforce's v3 sidebar offers Library/Tasks/Scheduled/Customize (cloud) or Artifacts/Scheduled/Customize (local); there is no code-review, deployment or plugin destination even though a Plugins settings tab and a skill/plugin marketplace feature exist in the codebase.",apps/desktop/src/features/v3/Sidebar.tsx:118-129 (nav item lists); apps/desktop/src/features/settings/tabs/Plugins/index.tsx and features/skill-marketplace exist but are not linked from the sidebar,"Add sidebar entries for Plugins (routing to the existing marketplace panel) and, once the surfaces exist, Pull requests and Sites; keep them mode-gated the way library/tasks already are.",chatgpt_reference/082-codex-macos-sidebar-nav-toggle-tooltip-projects-chats.png,Open,Unassigned,
GAP-252,P2,desktop,missing-interaction,No ⌘1–⌘9 accelerators to jump to pinned and project chats,Codex,macOS desktop,Sidebar quick-switch accelerators,"The reference assigns ⌘1…⌘6 to the pinned item and the visible project chats and prints the combo on each row, giving keyboard-only conversation switching. agiworkforce has a rich shortcut registry but nothing that jumps to the Nth conversation, and the sidebar rows show no accelerators.",Re-verified 2026-08-21: apps/desktop/src/constants/shortcuts.ts has no conversation-index shortcuts; apps/desktop/src/features/v3/ConversationRow.tsx and Sidebar.tsx render no combo hints on rows. Conclusion unchanged.,"Register jump-to-conversation-1..9 shortcuts that map onto the currently visible pinned + project chat order, render the combo on the right of each row, and reuse the existing conflict detection in shortcutStore.",chatgpt_reference/083-codex-macos-sidebar-nav-projects-recent-chats.png,Open,Unassigned,
GAP-253,P2,desktop,missing-screen,"No Sites surface — artifacts cannot be published as live, shareable websites",Codex,macOS desktop,Sites — empty state,"The reference has a first-class Sites destination ('Turn your ideas into live websites') with search, a header Create button, and an empty state offering 'Create new site'. agiworkforce's artifact publish path writes to a local file:// URL only, and the adapter's own docstring records that cloud publish is deliberately gated. There is nothing that turns a generated HTML/React artifact into a hosted URL a user can send to someone.",apps/desktop/src/features/artifacts/publishAdapter.ts:14-17 ('This adapter only handles the local path. Cloud publish is gated until the managed artifact publishing path is proven.'); grepped 'Sites|No sites yet|Create new site|live website' across apps — only unrelated 'call sites' comments and the extension's allowlist strings; Sidebar.navItemsForMode has no sites entry,"Once managed publishing is proven, add a Sites destination listing published artifacts with status, URL, last-deploy time and a Create flow; until then, keep it out of nav rather than shipping a stub. Track it as an explicit gap in docs/agent-context/known-flaws.md rather than an implied capability.",chatgpt_reference/085-codex-macos-sites-empty-state-create-new-site.png,Open,Unassigned,
GAP-254,P2,desktop,missing-state,Recorder preflight never checks macOS Screen Recording permission (the black-frame cause),Claude,macOS desktop,Unusable-capture failure response,"Black frames like the reference's are the classic symptom of a missing Screen Recording grant. agiworkforce's recorder preflight checks only accessibility and inputMonitoring and starts capture regardless of screen-recording status; the app already knows about the permission and explains it elsewhere, but the recorder never surfaces it, so once screenshot capture is added the failure would be silent.",apps/desktop/src/features/automation/ActionRecorder.tsx:105-111 and :152-154 (missingPermissions covers accessibility + input_monitoring only); the permission exists at apps/desktop/src/features/settings/AutomationPermissionsSettings.tsx:157-158 ('Screen Recording … Enable in System Settings → Privacy & Security → Screen Recording.'),"Add screen_recording to the AutomationPermissions preflight, block Start recording until it is granted (with an 'Allow Screen Recording' deep-link button matching the existing Accessibility/Input Monitoring buttons), and add a runtime guard that aborts with the specific 'screen recording is blocked' message if the first captured frame is uniformly blank.",references-2/claude-desktop-cowork-record-skill-09-black-capture-failure-response.png,Open,Unassigned,
GAP-255,P2,desktop,missing-copy,Desktop empty chat exposes capability-shaped starter actions,ChatGPT,macOS desktop,Work mode empty state — quick actions,"The blank canvas now presents three concise paths: create a file or site, research and plan, or automate recurring work. The first two prefill the conversation-scoped composer for review; the automation action opens the real Local or Managed Cloud schedule owner through the shell's mode-aware navigation seam.","EmptyChat writes starter prompts through unified-chat's setDraftContent and receives onOpenScheduled from DesktopShellV3, which routes work-scheduled to AgiWorkScheduled or DesktopCloudSchedules according to the current privacy mode. GAP-195-205-255-empty-chat.test.tsx covers both prompt paths and the schedule handoff. Rendered Browser QA is retained at apps/desktop/docs/qa/screenshots/GAP-195-205-255-empty-chat.png.","Completed. Keep starters attached to executable Desktop owners, preserve the user's opportunity to edit prompt starters, and route non-chat actions instead of pretending a prompt changed product mode.",chatgpt_reference/088-chatgpt-macos-work-mode-empty-state-quick-actions.png,Done,Desktop,
GAP-256,P2,web,missing-control,"Payment methods and plan cancellation are Stripe-portal redirects, not inline controls",ChatGPT,web,Billing — Payment methods + Cancel plan,"Closed 2026-08-21 as a deliberate architecture choice, with the real half shipped. Inline card management means handling card entry in our own UI; the Stripe Customer Portal keeps card data out of this application entirely. The genuinely missing half — no cancel path at all — shipped today: Billing has a Cancel plan button deep-linking into the portal cancellation flow scoped to the stored subscription, answering 409 with the routes that still work when a portal has cancellation disabled.","apps/web/features/settings/sections/BillingSection.tsx (Payment section renders one card + 'Manage billing'/'Update' button only; no Cancel plan section, no multi-card list)","Either build inline payment-method list + cancel-plan UI using Stripe's Payment Methods API and Subscription cancel API, or — if staying with portal redirects — add a local 'Cancel plan' row with the same reassurance copy that deep-links into the portal's cancel flow, so cancellation isn't buried.",chatgpt_reference/133-chatgpt-web-settings-billing-payment-methods-cancel-plan.png,Not Planned,Unassigned,
GAP-257,P2,web,missing-copy,"Connector catalog has no New/Community/Trending badges, popularity ranking, or verified indicator",Claude,web,"Connector directory (New/Community/Trending badges, #N popular ranking, verified checkmark)","Closed 2026-08-21 on the rule the connectors panel already states in its own header: no download counts or popularity numbers anywhere, because there are no real metrics. A ranking invented from nothing is the fake-availability defect this goal exists to remove. The genuine discovery need was met by the role-based Suggested-for row shipped today (GAP-269).",grep -i 'badge|New|Community|Trending|popular|verified' apps/web/features/connectors/data/connectors.ts — only one unrelated string match ('community' inside Discord description),"Add badge/rank/verified fields to the Connector type and data, and render them on connector cards in both the settings list and any future directory view.",claude_reference/163-claude-web-connector-directory-browse-popular-and-community-cards.png,Not Planned,Unassigned,
GAP-258,P2,web,missing-control,Sidebar nav items cannot be shown/hidden by the user,Claude,web,Customize sidebar modal (toggle which nav items show),"Closed 2026-08-21. The rail carries nine destinations, so this matters more here than in the reference. Settings > General gains a Sidebar items row of per-destination switches; buildAppNavItems filters on the persisted hidden list. Chat is marked non-hideable at the source, so no stored or hand-edited value can leave a rail with no route back to conversations.","grep for 'Customize sidebar', 'Choose which items appear' in apps/web/features/chat/v3/WebSidebar.tsx — no match; the 'customize' id maps to route '/chat/customize' per WebShellV3.tsx line 34 area, which is a settings/instructions page, not a nav-visibility modal.","Add a 'Customize sidebar' modal (checkbox list of optional nav items: Artifacts, Schedules, Dispatch, Customize) reachable from a sidebar overflow menu, persisting the user's choice to their profile preferences.",claude_reference/176-claude-web-sidebar-customize-modal-artifacts-routines-dispatch.png,Done,Unassigned,
GAP-259,P2,web,missing-control,'Improve the model for everyone' and 'Location' toggles intentionally removed as dead controls,ChatGPT,web,Data controls — Improve the model / Location,"Already resolved correctly; re-adding would reverse it. PrivacySection states in place that locationMetadata and improveModelTraining ""persisted correctly but had zero consumers anywhere — a switch that saves but changes nothing is a dead control"", and to restore them only once a consumer ships. Verified 2026-08-21.",apps/web/features/settings/sections/PrivacySection.tsx lines 16-24 ('locationMetadata' and 'improveModelTraining' are intentionally absent from TOGGLES... a switch that saves but changes nothing is a dead control'),"Build the underlying location-context and training-opt-in pipelines, then re-add the toggles per the existing code comment's guidance — do not re-add the UI before the backend exists.",chatgpt_reference/135-chatgpt-web-settings-data-controls-location-work-network-reset.png,Not Planned,Unassigned,
GAP-260,P2,web,missing-copy,New accounts get no pre-seeded 'How to use AGI' example project in Projects,Claude,web,Home > Projects (pre-seeded 'How to use Claude' example project),"Needs a founder decision, 2026-08-21. Buildable — projects, instructions and knowledge files all exist — but it means creating a row in a real account at signup the user did not ask for, and writes to production per signup. Recorded in FoundersAssistance.md rather than shipped unilaterally.",grep -i 'onboarding.*project|seed.*project|default project|starter project|example project' across apps/web — no seeding logic found (only an unrelated URL-based project-id seed in WebChatPage.tsx),"On first account creation, seed a 'How to use AGI' example project (with a project-scoped system prompt/knowledge file) so new users have an interactive onboarding artifact in their Projects list.",claude_reference/166-claude-web-home-projects-how-to-use-claude-example.png,Open,Unassigned,
GAP-261,P2,web,missing-control,Web Personalization lacks style/tone + characteristics controls that mobile already has,ChatGPT,web,Personalization — Base style/tone + Characteristics,"INVERTED then closed 2026-08-21. Chasing this found the real defect: mobile ships the style preset and four sliders, they sync under the ""personalization"" namespace, and NOTHING on the server read that namespace — every slider a mobile user moved was stored and discarded. Read path wired first (buildCustomInstructionsPreamble now emits a <response_style> block); web then gained the same controls, writing the SAME namespace, so the surfaces cannot diverge.","apps/mobile/src/features/settings/personalization/index.tsx (StylePresetSelector, PERSONALIZATION_SLIDERS with warmth/enthusiasm/headersLists/emoji) vs apps/web/features/settings/sections/GeneralSection.tsx (no style/tone or characteristics controls, only instructions textarea)",Port the mobile StylePresetSelector and the four characteristic sliders (or equivalent dropdowns) into apps/web GeneralSection so web reaches parity with mobile.,chatgpt_reference/125-chatgpt-web-settings-personalization-style-tone-characteristics.png,Done,Unassigned,
GAP-262,P2,web,missing-control,No 'Fast answers' or 'Suggested prompts' toggles on any surface,ChatGPT,web,Personalization — Fast answers / Suggested prompts,"Resolved 2026-08-21 against an existing founder decision. Suggestion chips were REMOVED from every surface on 2026-08-06 by founder direction — GreetingBanner records it — so re-adding them would reverse a deliberate product call. ""Fast answers"" has no server-side counterpart either. One real find while checking: GreetingBanner still declared an onSendMessage prop it stopped reading, and TWO callers threaded a handler into it; prop and both pass-throughs removed.","searched 'fastAnswers'/'Fast answers' and 'suggestedPrompts'/'Suggested prompts' across apps/web, apps/desktop, apps/mobile — zero matches","Add two toggles to Personalization settings: one to allow low-latency non-personalized answers, one to enable connector-aware suggested-prompt generation, each with explanatory copy matching the reference.",chatgpt_reference/125-chatgpt-web-settings-personalization-style-tone-characteristics.png,Not Planned,Unassigned,
GAP-263,P2,web,missing-feature,No 'Record mode' / recording-transcript memory reference feature,ChatGPT,web,Personalization — Record mode,Reference has a 'Record mode' section with a 'Reference record history' toggle letting the assistant reference all previous recording transcripts and notes when responding — implying a meeting/voice-recording feature with persistent transcript memory. No equivalent recording-to-memory feature exists in agiworkforce.,"searched 'record mode', 'recording transcript', 'meeting record' across apps/web, apps/desktop, apps/mobile — zero matches","If/when a recording feature ships, add a 'Record mode' subsection under Memory with a toggle to let the assistant reference historical recording transcripts/notes as memory context.",chatgpt_reference/127-chatgpt-web-settings-personalization-memory-record-mode.png,Open,Unassigned,
GAP-264,P2,web,missing-copy,Scheduled tasks empty state has no suggested-template gallery to drive adoption,Claude,web,Scheduled tasks empty state with suggested templates,"Closed 2026-08-21. The empty Schedules page now offers six template cards, each with a description and a plain-English cadence. A card opens the SAME create dialog with the draft pre-filled — it seeds the form, it does not create a schedule. Tests pin that every template sets only keys the draft has, never inherits the one-shot default, and that the one placeholder prompt is visibly marked.","apps/web/features/schedules/components/SchedulesPage.tsx lines ~430-440 (empty state block) contains no template list; grep for 'Weekly review', 'Meeting prep', 'Inbox triage', 'Monitor a topic', 'template' in that file returns nothing.","Add a 2-column grid of 4-6 suggested schedule templates (with icon, title, one-line description, and default cadence) to the empty state, each opening the create-schedule form pre-filled.",claude_reference/168-claude-web-home-scheduled-tasks-empty-state-suggested-templates.png,Done,Unassigned,
GAP-265,P2,web,missing-control,"No Advanced account security enrollment, Lockdown mode, or Developer mode toggles on web",ChatGPT,web,Security and login — Advanced security / Lockdown mode / Developer mode,"Reference has three distinct high-security controls: 'Advanced account security' enrollment (stricter sign-in requirements), a 'Lockdown mode' toggle to limit web/external-service-connecting features against prompt-injection, and a 'Developer mode' toggle (with an ELEVATED RISK badge) to allow unverified connectors, plus an 'Enforce CSP in developer mode' sub-toggle. None exist on agiworkforce web; prompt-injection detection exists only as backend tool-loop logic, not a user-facing control.","searched 'lockdown mode', 'advanced account security', 'developer mode', 'elevated risk' across apps/web — zero UI matches (prompt-injection matches were backend-only, e.g. apps/web/app/api/llm/v1/chat/completions/lib/tool-loop.ts)","Add an Advanced Security subsection to Settings > Security with: an enrollment flow for stricter sign-in, a user-facing Lockdown Mode toggle that restricts connector/web-fetch tool availability, and a Developer Mode toggle gating unverified/custom MCP connector installation with a visible risk warning.",chatgpt_reference/141-chatgpt-web-settings-security-login-advanced-security-lockdown-developer-mode.png,Open,Unassigned,
GAP-266,P2,web,missing-control,No public @username/handle field anywhere in account settings,ChatGPT,web,Settings > Account,"Closed 2026-08-21: the surface these identify a user ON does not exist. Skills and plugins are not user-publishable here, and shared sessions and published artifacts render no author on the public page. A public handle would collect identity data with nowhere to display it. If user-published skills ever ship, the identity question belongs to that work.","apps/web/features/settings/sections/AccountSection.tsx (no username field); grep for 'username'/'Username' across apps/web matched only unrelated files (egress-policy.ts, object-storage.ts, etc.), none settings-related.","Add a Username field to AccountSection (or GeneralSection/Profile) with availability-check validation, persisted alongside Name/Email, and surfaced wherever content is shared publicly (e.g. shared skill/agent authorship).",chatgpt_reference/145-chatgpt-web-settings-account-name-username-email-delete.png,Not Planned,Unassigned,
GAP-267,P2,web,missing-screen,No public creator/builder profile screen for shared Skills/Plugins,ChatGPT,web,Settings > Account > GPT builder profile,Closed 2026-08-21: same as GAP-266 — no public creator surface exists. Building a creator profile would stand up a public-exposure surface ahead of any need for one.,"grep for 'builder profile', 'GPT builder', 'publicProfile', 'public profile' across apps — no matches. features/settings/sections list (general/account/team/security/privacy/billing/usage/capabilities/memory/notifications/reflect/time-focus/connectors/skills/plugins) has no 'creator profile' entry.","Add a 'Creator profile' section under Settings > Skills (or a new top-level section) with a public-name toggle, external links (website/LinkedIn/GitHub), and a feedback-contact opt-in, surfaced on published skill/plugin listing pages.",chatgpt_reference/146-chatgpt-web-settings-gpt-builder-profile-links.png,Not Planned,Unassigned,
